Time,ADS1015-raw,ADS1015_v,ESP8266_ADC,ESP8266_v,,Voltage Error,,,,,,,,,,,,,,,,
2/22/2016 17:26,1399,4.2,733,4.12,,-1.9%,,,,,,,,,,,,,,,,
2/22/2016 17:27,1399,4.2,733,4.12,,-1.9%,,,Battery Monitor - Test Conditions:,,,,,,,,,,,,,
2/22/2016 17:31,1389,4.17,729,4.1,,-1.7%,,,"Adafruit Feather ESP8266, fitted with a 500 ma-h litium-ion battery and an Adafruit ADS1015 ADC breakout board",,,,,,,,,,,,,
2/22/2016 17:36,1378,4.13,729,4.1,,-0.7%,,,ADS1015 is only sampled once (column C),,,,,,,,,,,,,
2/22/2016 17:41,1390,4.17,729,4.1,,-1.7%,,,Arduino code samples the ESP8266 10 times and provides an averaged result (column D),,,,,,,,,,,,,
2/22/2016 17:46,1388,4.16,729,4.1,,-1.4%,,,ESP8266 sends the data to a Rapberry Pi2 that is running mysql and  is then put to sleep for 5 minutes. ,,,,,,,,,,,,,
2/22/2016 17:51,1386,4.16,729,4.1,,-1.4%,,,,"ESP.deepSleep(SLEEP_TIME * 1000000, WAKE_RF_DEFAULT);",,,,,,,,,,,,
2/22/2016 17:55,1380,4.14,728,4.1,,-1.0%,,,Voltage Divider:  100K + 20K resistors (1%) measured values. 100K resistor is tied to the Battery output and then connected to the 20K resistor,,,,,,,,,,,,,
2/22/2016 18:00,1384,4.15,728,4.1,,-1.2%,,,,other side of 20K resister tied to ground,,,,,,,,,,,,
2/22/2016 18:05,1378,4.13,728,4.1,,-0.7%,,,Both ESP8266 and ADS1015 were measuring the voltage across the 20K resistor and ground,,,,,,,,,,,,,
2/22/2016 18:10,1381,4.14,727,4.09,,-1.2%,,,ADS1015 was set for a gain of four -> 1 bit = 0.5mV,,,,,,,,,,,,,
2/22/2016 18:15,1381,4.14,727,4.09,,-1.2%,,,Column C (ADS1015_v) is therefore the value in column B (ADS1015-raw) * 0.5 mV * 6 (six is the voltage divider ratio),,,,,,,,,,,,,
2/22/2016 18:20,1385,4.15,727,4.09,,-1.4%,,,Column D (ESP8266_ADC) is the value returned by the 8266 adc.,,,,,,,,,,,,,
2/22/2016 18:25,1380,4.14,727,4.09,,-1.2%,,,"Column E (ESP8266_v) is the column D value multiplied by (0.96v/1024), which is the 1 bit value, and then multiplied by 6 (voltage divider)",,,,,,,,,,,,,
2/22/2016 18:30,1380,4.14,727,4.09,,-1.2%,,,"          The 0.96v reference value is not documented in any ESP8366 manual I could find, but several blog posts mentioned this value for the reference.",,,,,,,,,,,,,
2/22/2016 18:34,1380,4.14,726,4.08,,-1.4%,,,,,,,,,,,,,,,,
2/22/2016 18:39,1380,4.14,726,4.08,,-1.4%,,,,,,,,,,,,,,,,
2/22/2016 18:44,1368,4.1,726,4.08,,-0.5%,,,Observations:,,,,,,,,,,,,,
2/22/2016 18:49,1377,4.13,726,4.08,,-1.2%,,,"ESP8266 adc values are what they are.  Question is, how do these readings map to the ads1015 readings",,,,,,,,,,,,,
2/22/2016 18:54,1378,4.13,726,4.08,,-1.2%,,,Column G is the percentage error that the ESP9266 differs from the ADS1015 (scaled by the voltage divider ratio).,,,,,,,,,,,,,
2/22/2016 18:59,1364,4.09,725,4.08,,-0.2%,,,Error is between 0 % and 2%,,,,,,,,,,,,,
2/22/2016 19:04,1381,4.14,725,4.08,,-1.4%,,,,,,,,,,,,,,,,
2/22/2016 19:08,1379,4.14,725,4.08,,-1.4%,,,,,,,,,,,,,,,,
2/22/2016 19:13,1380,4.14,725,4.08,,-1.4%,,,,,,,,,,,,,,,,
2/22/2016 19:18,1374,4.12,725,4.08,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 19:23,1379,4.14,724,4.07,,-1.7%,,,,,,,,,,,,,,,,
2/22/2016 19:28,1375,4.12,724,4.07,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 19:33,1372,4.12,723,4.07,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 19:38,1373,4.12,722,4.06,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 19:42,1366,4.1,722,4.06,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 19:47,1371,4.11,723,4.07,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 19:52,1362,4.09,722,4.06,,-0.7%,,,,,,,,,,,,,,,,
2/22/2016 19:57,1359,4.08,722,4.06,,-0.5%,,,,,,,,,,,,,,,,
2/22/2016 20:02,1366,4.1,721,4.06,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 20:07,1370,4.11,722,4.06,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 20:12,1366,4.1,721,4.06,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 20:16,1367,4.1,721,4.06,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 20:21,1373,4.12,721,4.06,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 20:26,1357,4.07,721,4.06,,-0.2%,,,,,,,,,,,,,,,,
2/22/2016 20:31,1365,4.1,721,4.06,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 20:36,1368,4.1,720,4.05,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 20:41,1363,4.09,720,4.05,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 20:46,1370,4.11,720,4.05,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 20:50,1369,4.11,720,4.05,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 20:55,1364,4.09,720,4.05,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 21:00,1363,4.09,719,4.04,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 21:05,1361,4.08,719,4.04,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 21:10,1353,4.06,719,4.04,,-0.5%,,,,,,,,,,,,,,,,
2/22/2016 21:15,1367,4.1,719,4.04,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 21:20,1367,4.1,719,4.04,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 21:25,1362,4.09,719,4.04,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 21:29,1366,4.1,718,4.04,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 21:34,1362,4.09,719,4.04,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 21:39,1367,4.1,718,4.04,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 21:44,1359,4.08,717,4.03,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 21:49,1365,4.1,718,4.04,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 21:54,1363,4.09,717,4.03,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 21:58,1349,4.05,717,4.03,,-0.5%,,,,,,,,,,,,,,,,
2/22/2016 22:03,1359,4.08,717,4.03,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 22:08,1349,4.05,717,4.03,,-0.5%,,,,,,,,,,,,,,,,
2/22/2016 22:13,1358,4.07,717,4.03,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 22:18,1359,4.08,716,4.03,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 22:23,1364,4.09,716,4.03,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 22:28,1357,4.07,716,4.03,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 22:33,1355,4.07,716,4.03,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 22:37,1361,4.08,716,4.03,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 22:42,1356,4.07,715,4.02,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 22:47,1355,4.07,715,4.02,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 22:52,1354,4.06,715,4.02,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 22:57,1361,4.08,714,4.02,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 23:02,1354,4.06,714,4.02,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 23:07,1343,4.03,714,4.02,,-0.2%,,,,,,,,,,,,,,,,
2/22/2016 23:12,1355,4.07,714,4.02,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 23:16,1355,4.07,714,4.02,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 23:21,1353,4.06,713,4.01,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 23:26,1356,4.07,713,4.01,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 23:31,1352,4.06,713,4.01,,-1.2%,,,,,,,,,,,,,,,,
2/22/2016 23:36,1349,4.05,713,4.01,,-1.0%,,,,,,,,,,,,,,,,
2/22/2016 23:41,1346,4.04,713,4.01,,-0.7%,,,,,,,,,,,,,,,,
2/22/2016 23:46,1352,4.06,712,4,,-1.5%,,,,,,,,,,,,,,,,
2/22/2016 23:50,1344,4.03,712,4,,-0.7%,,,,,,,,,,,,,,,,
2/22/2016 23:55,1340,4.02,712,4,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 0:00,1353,4.06,712,4,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 0:05,1352,4.06,711,4,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 0:10,1349,4.05,711,4,,-1.2%,,,,,,,,,,,,,,,,
2/23/2016 0:15,1346,4.04,711,4,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 0:20,1341,4.02,711,4,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 0:24,1355,4.07,711,4,,-1.7%,,,,,,,,,,,,,,,,
2/23/2016 0:29,1339,4.02,711,4,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 0:34,1335,4.01,710,3.99,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 0:39,1348,4.04,710,3.99,,-1.2%,,,,,,,,,,,,,,,,
2/23/2016 0:44,1343,4.03,710,3.99,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 0:49,1335,4.01,710,3.99,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 0:54,1350,4.05,709,3.99,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 0:58,1335,4.01,709,3.99,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 1:03,1347,4.04,709,3.99,,-1.2%,,,,,,,,,,,,,,,,
2/23/2016 1:08,1351,4.05,709,3.99,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 1:13,1320,3.96,709,3.99,,0.8%,,,,,,,,,,,,,,,,
2/23/2016 1:18,1334,4,708,3.98,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 1:23,1344,4.03,709,3.99,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 1:28,1347,4.04,709,3.99,,-1.2%,,,,,,,,,,,,,,,,
2/23/2016 1:33,1347,4.04,708,3.98,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 1:37,1340,4.02,709,3.99,,-0.7%,,,,,,,,,,,,,,,,
2/23/2016 1:42,1345,4.03,708,3.98,,-1.2%,,,,,,,,,,,,,,,,
2/23/2016 1:47,1332,4,708,3.98,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 1:52,1329,3.99,708,3.98,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 1:57,1346,4.04,708,3.98,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 2:02,1333,4,707,3.98,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 2:06,1347,4.04,708,3.98,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 2:11,1331,3.99,707,3.98,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 2:16,1329,3.99,707,3.98,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 2:21,1329,3.99,707,3.98,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 2:26,1329,3.99,706,3.97,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 2:31,1329,3.99,706,3.97,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 2:36,1331,3.99,706,3.97,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 2:40,1330,3.99,705,3.97,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 2:45,1326,3.98,705,3.97,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 2:50,1330,3.99,705,3.97,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 2:55,1327,3.98,705,3.97,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 3:00,1327,3.98,705,3.97,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 3:05,1333,4,704,3.96,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 3:09,1325,3.98,704,3.96,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 3:14,1340,4.02,704,3.96,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 3:19,1327,3.98,704,3.96,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 3:24,1324,3.97,704,3.96,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 3:29,1336,4.01,704,3.96,,-1.2%,,,,,,,,,,,,,,,,
2/23/2016 3:34,1329,3.99,703,3.95,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 3:39,1323,3.97,703,3.95,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 3:44,1322,3.97,703,3.95,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 3:48,1321,3.96,703,3.95,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 3:53,1327,3.98,702,3.95,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 3:58,1321,3.96,702,3.95,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 4:03,1320,3.96,702,3.95,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 4:08,1327,3.98,702,3.95,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 4:13,1325,3.98,702,3.95,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 4:17,1317,3.95,701,3.94,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 4:22,1326,3.98,701,3.94,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 4:27,1316,3.95,701,3.94,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 4:32,1329,3.99,700,3.94,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 4:37,1325,3.98,700,3.94,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 4:42,1321,3.96,699,3.93,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 4:47,1315,3.95,699,3.93,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 4:51,1321,3.96,699,3.93,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 4:56,1316,3.95,699,3.93,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 5:01,1329,3.99,699,3.93,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 5:06,1328,3.98,698,3.93,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 5:11,1320,3.96,698,3.93,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 5:16,1322,3.97,698,3.93,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 5:21,1312,3.94,698,3.93,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 5:25,1313,3.94,698,3.93,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 5:30,1317,3.95,696,3.91,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 5:35,1316,3.95,697,3.92,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 5:40,1309,3.93,696,3.91,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 5:45,1312,3.94,696,3.91,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 5:50,1311,3.93,696,3.91,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 5:54,1310,3.93,696,3.91,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 5:59,1309,3.93,696,3.91,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 6:04,1317,3.95,696,3.91,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 6:09,1307,3.92,695,3.91,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 6:14,1312,3.94,694,3.9,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 6:19,1309,3.93,695,3.91,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 6:24,1307,3.92,695,3.91,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 6:29,1323,3.97,695,3.91,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 6:34,1316,3.95,695,3.91,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 6:39,1314,3.94,694,3.9,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 6:43,1316,3.95,694,3.9,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 6:48,1319,3.96,694,3.9,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 6:53,1307,3.92,694,3.9,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 6:58,1305,3.91,694,3.9,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 7:03,1305,3.91,694,3.9,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 7:08,1316,3.95,694,3.9,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 7:12,1290,3.87,694,3.9,,0.8%,,,,,,,,,,,,,,,,
2/23/2016 7:17,1316,3.95,694,3.9,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 7:22,1317,3.95,693,3.9,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 7:27,1311,3.93,693,3.9,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 7:32,1316,3.95,693,3.9,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 7:37,1301,3.9,693,3.9,,0.0%,,,,,,,,,,,,,,,,
2/23/2016 7:42,1303,3.91,692,3.89,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 7:46,1302,3.91,693,3.9,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 7:51,1315,3.95,692,3.89,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 7:56,1302,3.91,692,3.89,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 8:01,1301,3.9,692,3.89,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 8:06,1312,3.94,692,3.89,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 8:11,1309,3.93,692,3.89,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 8:16,1311,3.93,692,3.89,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 8:21,1309,3.93,692,3.89,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 8:25,1311,3.93,692,3.89,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 8:30,1315,3.95,692,3.89,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 8:35,1314,3.94,692,3.89,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 8:40,1314,3.94,692,3.89,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 8:45,1309,3.93,692,3.89,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 8:50,1313,3.94,691,3.89,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 8:55,1307,3.92,692,3.89,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 8:59,1300,3.9,691,3.89,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 9:04,1313,3.94,691,3.89,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 9:09,1312,3.94,691,3.89,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 9:14,1315,3.95,691,3.89,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 9:19,1308,3.92,691,3.89,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 9:24,1298,3.89,690,3.88,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 9:28,1296,3.89,690,3.88,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 9:33,1310,3.93,691,3.89,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 9:38,1301,3.9,689,3.88,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 9:43,1302,3.91,690,3.88,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 9:48,1314,3.94,690,3.88,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 9:53,1307,3.92,690,3.88,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 9:58,1311,3.93,690,3.88,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 10:02,1296,3.89,689,3.88,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 10:07,1308,3.92,690,3.88,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 10:12,1312,3.94,690,3.88,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 10:17,1307,3.92,688,3.87,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 10:22,1306,3.92,688,3.87,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 10:27,1308,3.92,688,3.87,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 10:32,1296,3.89,688,3.87,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 10:36,1306,3.92,688,3.87,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 10:41,1305,3.91,687,3.86,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 10:46,1307,3.92,687,3.86,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 10:51,1309,3.93,687,3.86,,-1.8%,,,,,,,,,,,,,,,,
2/23/2016 10:56,1304,3.91,687,3.86,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 11:01,1297,3.89,687,3.86,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 11:06,1306,3.92,687,3.86,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 11:10,1305,3.91,687,3.86,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 11:15,1309,3.93,687,3.86,,-1.8%,,,,,,,,,,,,,,,,
2/23/2016 11:20,1299,3.9,686,3.86,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 11:25,1299,3.9,686,3.86,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 11:30,1302,3.91,686,3.86,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 11:35,1297,3.89,685,3.85,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 11:40,1304,3.91,686,3.86,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 11:45,1304,3.91,686,3.86,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 11:49,1299,3.9,686,3.86,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 11:54,1296,3.89,686,3.86,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 11:59,1299,3.9,685,3.85,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 12:04,1293,3.88,685,3.85,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 12:09,1300,3.9,685,3.85,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 12:14,1302,3.91,685,3.85,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 12:19,1298,3.89,685,3.85,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 12:23,1298,3.89,684,3.85,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 12:28,1293,3.88,685,3.85,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 12:33,1302,3.91,684,3.85,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 12:38,1300,3.9,684,3.85,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 12:43,1294,3.88,685,3.85,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 12:48,1301,3.9,684,3.85,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 12:53,1300,3.9,684,3.85,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 12:57,1292,3.88,684,3.85,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 13:02,1294,3.88,684,3.85,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 13:07,1297,3.89,684,3.85,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:12,1298,3.89,684,3.85,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:17,1299,3.9,683,3.84,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 13:22,1298,3.89,683,3.84,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 13:27,1295,3.88,683,3.84,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:32,1293,3.88,683,3.84,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:36,1293,3.88,683,3.84,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:41,1294,3.88,683,3.84,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:46,1292,3.88,683,3.84,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 13:51,1286,3.86,682,3.84,,-0.5%,,,,,,,,,,,,,,,,
2/23/2016 13:56,1295,3.88,682,3.84,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 14:01,1298,3.89,682,3.84,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 14:06,1290,3.87,683,3.84,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 14:10,1291,3.87,682,3.84,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 14:15,1285,3.86,681,3.83,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 14:20,1293,3.88,681,3.83,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 14:25,1293,3.88,681,3.83,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 14:30,1290,3.87,681,3.83,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 14:35,1267,3.8,681,3.83,,0.8%,,,,,,,,,,,,,,,,
2/23/2016 14:40,1291,3.87,681,3.83,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 14:44,1289,3.87,681,3.83,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 14:49,1287,3.86,681,3.83,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 14:54,1287,3.86,680,3.82,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 14:59,1285,3.86,680,3.82,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 15:04,1293,3.88,680,3.82,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 15:09,1294,3.88,679,3.82,,-1.5%,,,,,,,,,,,,,,,,
2/23/2016 15:14,1290,3.87,679,3.82,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 15:18,1277,3.83,679,3.82,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 15:23,1285,3.86,679,3.82,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 15:28,1283,3.85,679,3.82,,-0.8%,,,,,,,,,,,,,,,,
2/23/2016 15:33,1276,3.83,679,3.82,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 15:38,1283,3.85,678,3.81,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 15:43,1284,3.85,678,3.81,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 15:48,1291,3.87,678,3.81,,-1.6%,,,,,,,,,,,,,,,,
2/23/2016 15:52,1284,3.85,678,3.81,,-1.0%,,,,,,,,,,,,,,,,
2/23/2016 15:57,1287,3.86,678,3.81,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 16:02,1290,3.87,677,3.81,,-1.6%,,,,,,,,,,,,,,,,
2/23/2016 16:07,1285,3.86,677,3.81,,-1.3%,,,,,,,,,,,,,,,,
2/23/2016 16:12,1272,3.82,677,3.81,,-0.3%,,,,,,,,,,,,,,,,
2/23/2016 16:17,1287,3.86,677,3.81,,-1.3%,,,,,,,,,,,,,,,,
